corpus,section,subsection,bucket,priority,title,org,authors,year,url,verified,relevance,license,est_chunks,include,notes,status,raw_path,extracted_path,bytes,chars,error
Platforms,Section A — US Air Platforms (Strike & Multi-role),A2 — Naval Aviation Strike / Multi-role,platform_us_air,P1,Grumman F-14 Tomcat,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Grumman_F-14_Tomcat,,"Historical naval strike context; Tomcat B/D strike role, LANTIRN pod, AIM-54 Phoenix beyond-visual-range; doctrinal baseline for carrier strike evolution",Wikipedia (CC BY-SA 4.0),12,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_air/grumman-f-14-tomcat-9616d6e5.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_air/grumman-f-14-tomcat-9616d6e5.txt,86834,86543,
Platforms,Section A — US Air Platforms (Strike & Multi-role),A1 — Fifth-Generation Strike / Multi-role,platform_us_air,P1,Lockheed Martin F-22 Raptor,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Lockheed_Martin_F-22_Raptor,Y,"F-22 air superiority, AN/APG-77 AESA, LPI radar, internal weapons bays, DAS equivalent sensors, USAF combat employment",Wikipedia (CC BY-SA 4.0),12,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_air/lockheed-martin-f-22-raptor-83e15486.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_air/lockheed-martin-f-22-raptor-83e15486.txt,70882,70782,
Platforms,Section A — US Air Platforms (Strike & Multi-role),A4 — Special Operations / Close Air Support,platform_us_air,P1,Lockheed AC-130J Ghostrider,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Lockheed_AC-130,,"AC-130J Ghostrider; 30mm, 105mm, precision strike package; SOF fires coordination; SOJTF/TACP integration; CAS for joint fires planners",Wikipedia (CC BY-SA 4.0),12,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_air/lockheed-ac-130j-ghostrider-a932c0fe.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_air/lockheed-ac-130j-ghostrider-a932c0fe.txt,44354,44206,
Platforms,Section A — US Air Platforms (Strike & Multi-role),A3 — Strategic Bombers,platform_us_air,P1,Lockheed F-117 Nighthawk,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Lockheed_F-117_Nighthawk,,First operational stealth aircraft; historical baseline for penetrating precision strike; LO technology genesis; role in Desert Storm fires integration,Wikipedia (CC BY-SA 4.0),10,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_air/lockheed-f-117-nighthawk-a3cd3244.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_air/lockheed-f-117-nighthawk-a3cd3244.txt,41558,41464,
Platforms,Section A — US Air Platforms (Strike & Multi-role),A3 — Strategic Bombers,platform_us_air,P1,Northrop Grumman B-2 Spirit,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Northrop_Grumman_B-2_Spirit,,Flying wing stealth bomber; GBU-28/57 MOP; nuclear/conventional; low-observable penetration mission; Integrated Air Defense System (IADS) defeat,Wikipedia (CC BY-SA 4.0),12,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_air/northrop-grumman-b-2-spirit-a9d4c3e0.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_air/northrop-grumman-b-2-spirit-a9d4c3e0.txt,53943,53876,
Platforms,Section A — US Air Platforms (Strike & Multi-role),A1 — Fifth-Generation Strike / Multi-role,platform_us_air,P1,McDonnell Douglas F-15E Strike Eagle,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/McDonnell_Douglas_F-15E_Strike_Eagle,Y,"F-15E deep strike, AN/APG-70/82, LANTIRN/Sniper pod integration, JDAM/GBU-28 carriage; primary USAF strike platform understanding",Wikipedia (CC BY-SA 4.0),12,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_air/mcdonnell-douglas-f-15e-strike-eagle-7782b87a.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_air/mcdonnell-douglas-f-15e-strike-eagle-7782b87a.txt,53903,53835,
Platforms,Section A — US Air Platforms (Strike & Multi-role),A3 — Strategic Bombers,platform_us_air,P1,Rockwell B-1 Lancer,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Rockwell_B-1_Lancer,,"B-1B conventional standoff strike; JASSM-ER, LRASM, conventional rotary launcher (CRL); high-capacity internal carriage; Bone employment in maritime strike",Wikipedia (CC BY-SA 4.0),12,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_air/rockwell-b-1-lancer-40912bc3.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_air/rockwell-b-1-lancer-40912bc3.txt,52323,52265,
Platforms,Section A — US Air Platforms (Strike & Multi-role),A3 — Strategic Bombers,platform_us_air,P1,Northrop Grumman B-21 Raider,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Northrop_Grumman_B-21_Raider,Y,"Next-generation stealth penetrating bomber; B61-12, LRSO carriage; replaces B-2; crucial for Pacific nuclear/conventional strike planning",Wikipedia (CC BY-SA 4.0),8,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_air/northrop-grumman-b-21-raider-9afbd2ff.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_air/northrop-grumman-b-21-raider-9afbd2ff.txt,14371,14363,
Platforms,Section A — US Air Platforms (Strike & Multi-role),A2 — Naval Aviation Strike / Multi-role,platform_us_air,P1,McDonnell Douglas F/A-18 Hornet,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/McDonnell_Douglas_F/A-18_Hornet,,"Legacy Hornet family context; A/B/C/D variants; allied operators (Canada, Australia, Finland, Switzerland)",Wikipedia (CC BY-SA 4.0),12,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_us_air/mcdonnell-douglas-f-a-18-hornet-2ea1a1b1.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_us_air/mcdonnell-douglas-f-a-18-hornet-2ea1a1b1.txt,67788,67517,
Platforms,Section H — PLA Air Platforms,H2 — Fourth/4.5-Generation Strike,platform_pla_air,P1,Shenyang J-11,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Shenyang_J-11,,Su-27SK reverse-engineered; J-11B/BS/BH; N001VE radar; PL-8/PL-12; PLAAF primary air superiority fighter (Su-27 family),Wikipedia (CC BY-SA 4.0),8,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_pla_air/shenyang-j-11-f877af5b.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_pla_air/shenyang-j-11-f877af5b.txt,12496,12476,
Platforms,Section H — PLA Air Platforms,H5 — Attack Helicopters,platform_pla_air,P1,Harbin Z-19,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Harbin_Z-19,,PLA armed reconnaissance helicopter; FLIR/EO; HJ-8/10 missiles; Z-9 derivative; lighter attack/recon complement to Z-10,Wikipedia (CC BY-SA 4.0),5,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_pla_air/harbin-z-19-9d8088c9.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_pla_air/harbin-z-19-9d8088c9.txt,3782,3759,
Platforms,Section H — PLA Air Platforms,H4 — Early Warning & ISR,platform_pla_air,P1,Ilyushin KJ-2000,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/KJ-2000,,PLAAF large AEW&C; Il-76 derivative; three-face fixed array; high-value asset; battle management for air operations,Wikipedia (CC BY-SA 4.0),5,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_pla_air/ilyushin-kj-2000-f78fb4ec.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_pla_air/ilyushin-kj-2000-f78fb4ec.txt,5893,5867,
Platforms,Section H — PLA Air Platforms,H4 — Early Warning & ISR,platform_pla_air,P1,Shaanxi KJ-500,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Shaanxi_KJ-500,,PLAAF AEW&C; phased array rotodome; Y-9 airframe; all-aspect radar; replaces KJ-200; primary Chinese airborne C2 node,Wikipedia (CC BY-SA 4.0),6,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_pla_air/shaanxi-kj-500-f5ad0470.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_pla_air/shaanxi-kj-500-f5ad0470.txt,2439,2422,
Platforms,Section H — PLA Air Platforms,H1 — Fifth-Generation / Stealth,platform_pla_air,P1,Shenyang FC-31 / J-35,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Shenyang_FC-31,,FC-31/J-35A; carrier-based 5th-gen (J-35 for PLAN); rival to J-20; dual-internal bays; KLJ-7A candidate; carrier strike group threat,Wikipedia (CC BY-SA 4.0),8,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_pla_air/shenyang-fc-31-j-35-a1ed9d3e.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_pla_air/shenyang-fc-31-j-35-a1ed9d3e.txt,31896,31857,
Platforms,Section H — PLA Air Platforms,H5 — Attack Helicopters,platform_pla_air,P1,CAIC Z-10,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/CAIC_Z-10,,"PLA Army attack helicopter; HJ-10 ATGM, TY-90 AAM, 23mm cannon; dedicated anti-armor/CAS; emerging PLA Army aviation fires",Wikipedia (CC BY-SA 4.0),6,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_pla_air/caic-z-10-5e7535fc.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_pla_air/caic-z-10-5e7535fc.txt,26611,26558,
Platforms,Section H — PLA Air Platforms,H1 — Fifth-Generation / Stealth,platform_pla_air,P1,Chengdu J-20,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Chengdu_J-20,Y,J-20A/S (two-seat); WS-10C/WS-15 engines; LO design; PL-15/PL-21 BVR; WS-15 thrust vectoring; PLAAF primary 5th-gen fighter,Wikipedia (CC BY-SA 4.0),12,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_pla_air/chengdu-j-20-bd9ad4bb.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_pla_air/chengdu-j-20-bd9ad4bb.txt,50061,50011,
Platforms,Section G — Allied / Partner Platforms (Pacific & European Focus),G5 — NATO European Allies,platform_allied,P1,Panavia Tornado,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Panavia_Tornado,,Tornado IDS (GR4/ECR) legacy; Storm Shadow/HARM; Germany/Italy/Saudi operator; foundational NATO dual-capable fires aircraft baseline,Wikipedia (CC BY-SA 4.0),10,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_allied/panavia-tornado-72d941f6.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_allied/panavia-tornado-72d941f6.txt,74287,74214,
Platforms,Section H — PLA Air Platforms,H2 — Fourth/4.5-Generation Strike,platform_pla_air,P1,Chengdu J-10C,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Chengdu_J-10,,J-10C AESA variant; LRIP KLJ-7A; PL-15 AAM capable; TVC thrust vectoring; PLAAF medium fighter backbone upgrade,Wikipedia (CC BY-SA 4.0),8,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_pla_air/chengdu-j-10c-6530e5fd.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_pla_air/chengdu-j-10c-6530e5fd.txt,16731,16697,
Platforms,Section H — PLA Air Platforms,H5 — Attack Helicopters,platform_pla_air,P1,Sikorsky S-70 (Z-20),Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Harbin_Z-20,,PLA utility/assault helicopter; Black Hawk equivalent; potential armed variant; PLAA air assault fires platform,Wikipedia (CC BY-SA 4.0),5,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_pla_air/sikorsky-s-70-z-20-5294d66e.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_pla_air/sikorsky-s-70-z-20-5294d66e.txt,7263,7247,
Platforms,Section H — PLA Air Platforms,H2 — Fourth/4.5-Generation Strike,platform_pla_air,P1,Shenyang J-15 (carrier-based),Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Shenyang_J-15,,J-15/J-15T (catapult); PLAN carrier aviation strike; YJ-12 AShM carriage; Type 002/003 carrier air wing threat,Wikipedia (CC BY-SA 4.0),8,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_pla_air/shenyang-j-15-carrier-based-1ebcb378.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_pla_air/shenyang-j-15-carrier-based-1ebcb378.txt,14487,14458,
Platforms,Section J — PLAN Surface & Subsurface,J1 — Aircraft Carriers,platform_plan,P1,Chinese aircraft carrier Fujian (Type 003),Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Chinese_aircraft_carrier_Fujian,Y,Type 003 Fujian; EMALS catapult; Type 346B radar; J-15T/J-35 carrier air wing; first full-sized Chinese carrier; PLAN force projection,Wikipedia (CC BY-SA 4.0),8,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plan/chinese-aircraft-carrier-fujian-type-003-b2015eea.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plan/chinese-aircraft-carrier-fujian-type-003-b2015eea.txt,8779,8768,
Platforms,Section H — PLA Air Platforms,H2 — Fourth/4.5-Generation Strike,platform_pla_air,P1,Shenyang J-16,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Shenyang_J-16,Y,"J-16 multirole strike; KLJ-7A AESA; 12 hardpoints; YJ-12, KD-88; J-16D electronic warfare variant (SEAD/EW); 330+ in service",Wikipedia (CC BY-SA 4.0),10,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_pla_air/shenyang-j-16-ec8f0b72.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_pla_air/shenyang-j-16-ec8f0b72.txt,9134,9111,
Platforms,Section H — PLA Air Platforms,H4 — Early Warning & ISR,platform_pla_air,P1,Shenyang Y-9JB (electronic reconnaissance),Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Shaanxi_Y-9,,Y-9 family ISR variants; SIGINT/ELINT collection; reconnaissance near Taiwan; signals intelligence for PLA fires cueing,Wikipedia (CC BY-SA 4.0),6,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_pla_air/shenyang-y-9jb-electronic-reconnaissance-68eb5002.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_pla_air/shenyang-y-9jb-electronic-reconnaissance-68eb5002.txt,3995,3987,
Platforms,Section H — PLA Air Platforms,H2 — Fourth/4.5-Generation Strike,platform_pla_air,P1,Shenyang J-8 Finback,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Shenyang_J-8,,J-8II/IIF interceptor; radar-guided AAMs; declining but still in limited PLAAF service; historical threat baseline,Wikipedia (CC BY-SA 4.0),6,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_pla_air/shenyang-j-8-finback-495a0ad7.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_pla_air/shenyang-j-8-finback-495a0ad7.txt,12996,12975,
Platforms,Section J — PLAN Surface & Subsurface,J1 — Aircraft Carriers,platform_plan,P1,Chinese aircraft carrier Shandong (Type 002),Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Chinese_aircraft_carrier_Shandong,,Type 002; ski-jump; J-15 wing; indigenous build; second carrier; South Sea Fleet; full operational capability 2022,Wikipedia (CC BY-SA 4.0),6,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plan/chinese-aircraft-carrier-shandong-type-002-6bcd8484.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plan/chinese-aircraft-carrier-shandong-type-002-6bcd8484.txt,12788,12731,
Platforms,Section H — PLA Air Platforms,H2 — Fourth/4.5-Generation Strike,platform_pla_air,P1,Xian JH-7A FBC-1 Flying Leopard,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Xian_JH-7,,JH-7A maritime strike; YJ-91 anti-radiation/YJ-83 AShM; PLAN/PLAAF maritime attack; replacing J-8; aging strike role,Wikipedia (CC BY-SA 4.0),6,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_pla_air/xian-jh-7a-fbc-1-flying-leopard-d92735a8.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_pla_air/xian-jh-7a-fbc-1-flying-leopard-d92735a8.txt,11174,11096,
Platforms,Section J — PLAN Surface & Subsurface,J1 — Aircraft Carriers,platform_plan,P1,Chinese aircraft carrier Liaoning (Type 001),Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Chinese_aircraft_carrier_Liaoning,,Type 001; refurbished Varyag; J-15 training and ops; North Sea Fleet; first PLAN carrier group exercises,Wikipedia (CC BY-SA 4.0),6,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plan/chinese-aircraft-carrier-liaoning-type-001-b24e08b3.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plan/chinese-aircraft-carrier-liaoning-type-001-b24e08b3.txt,18242,18140,
Platforms,Section H — PLA Air Platforms,H3 — Strategic Bombers & Drones,platform_pla_air,P1,Xi'an H-6,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Xian_H-6,Y,"H-6K/N/J variants; CJ-20/DF-21D standoff carriage (H-6K/N); aerial refueling (H-6N); 3,000+ km combat radius; PLARF/PLAAF dual-use",Wikipedia (CC BY-SA 4.0),12,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_pla_air/xi-an-h-6-439a0411.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_pla_air/xi-an-h-6-439a0411.txt,22988,22803,
Platforms,Section J — PLAN Surface & Subsurface,J4 — Submarines,platform_plan,P1,Type 035 (Ming-class) submarine,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Ming-class_submarine,,Type 035G conventional; aging design; being retired; historical PLAN submarine baseline for threat evolution,Wikipedia (CC BY-SA 4.0),4,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plan/type-035-ming-class-submarine-4a07e5d2.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plan/type-035-ming-class-submarine-4a07e5d2.txt,6917,6911,
Platforms,Section J — PLAN Surface & Subsurface,J3 — Destroyers & Frigates,platform_plan,P1,Type 022 missile boat,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Type_022_missile_boat,,Houbei-class wave-piercing catamaran; 8× YJ-83 AShM; 80+ in service; swarm anti-access saturation attack threat; littoral fires,Wikipedia (CC BY-SA 4.0),5,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plan/type-022-missile-boat-8ba54fe0.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plan/type-022-missile-boat-8ba54fe0.txt,2970,2970,
Platforms,Section J — PLAN Surface & Subsurface,J2 — Amphibious Assault Ships,platform_plan,P1,Type 071 amphibious transport dock,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Type_071_amphibious_transport_dock,,PLAN LPD; Type 726 LCAC; 8 commissioned; PLAN Marine Corps amphibious lift; South Sea Fleet primary amphibious assault force,Wikipedia (CC BY-SA 4.0),5,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plan/type-071-amphibious-transport-dock-d88a0fe0.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plan/type-071-amphibious-transport-dock-d88a0fe0.txt,2363,2361,
Platforms,Section J — PLAN Surface & Subsurface,J3 — Destroyers & Frigates,platform_plan,P1,Type 054A frigate,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Type_054A_frigate,,Jiangkai II FFG; 32-cell VLS; HHQ-16 SAM; 30+ in service; mainstay PLAN medium escort; anti-submarine fires,Wikipedia (CC BY-SA 4.0),7,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plan/type-054a-frigate-b8146f58.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plan/type-054a-frigate-b8146f58.txt,3691,3688,
Platforms,Section J — PLAN Surface & Subsurface,J4 — Submarines,platform_plan,P1,Type 039 (Yuan-class) submarine,Wikipedia,Wikipedia contributors,2024,https://en.wikipedia.org/wiki/Yuan-class_submarine,,Type 039A/B/C SSP; AIP (Stirling); ultra-quiet conventional; YJ-18/torpedo; 20+ in service; threat to CSG in littoral,Wikipedia (CC BY-SA 4.0),6,Y,,ok,/home/user/workspace/joint_fires_corpus/raw/platform_plan/type-039-yuan-class-submarine-5573594d.txt,/home/user/workspace/joint_fires_corpus/extracted/platform_plan/type-039-yuan-class-submarine-5573594d.txt,14302,14256,
